tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0496424	tvSeries	30 Rock	30 Rock	0	2006	2013	22	Comedy
tt0496806	movie	Ocean's Thirteen	Ocean's Thirteen	0	2007	\N	122	Crime,Thriller
tt0499549	movie	Avatar	Avatar	0	2009	\N	162	Action,Adventure,Fantasy
tt0762107	movie	I Now Pronounce You Chuck & Larry	I Now Pronounce You Chuck & Larry	0	2007	\N	115	Comedy,Romance
tt0765443	movie	Eastern Promises	Eastern Promises	0	2007	\N	100	Crime,Drama,Mystery
tt0770828	movie	Man of Steel	Man of Steel	0	2013	\N	143	Action,Adventure,Fantasy
tt0787407	tvSeries	Fashion House	Fashion House	0	2006	\N	60	Drama,Romance
tt0790636	movie	Dallas Buyers Club	Dallas Buyers Club	0	2013	\N	117	Biography,Drama
tt0790770	movie	Miles Ahead	Miles Ahead	0	2015	\N	100	Action,Biography,Comedy
tt0800308	movie	Appaloosa	Appaloosa	0	2008	\N	115	Crime,Drama,Romance
tt0805570	movie	The Midnight Meat Train	The Midnight Meat Train	0	2008	\N	98	Horror,Mystery,Thriller
tt0805663	tvSeries	Jericho	Jericho	0	2006	2008	45	Action,Drama,Mystery
tt0808151	movie	Angels & Demons	Angels & Demons	0	2009	\N	138	Mystery,Thriller
tt0808417	movie	Persepolis	Persepolis	0	2007	\N	96	Animation,Biography,Drama
tt0810788	tvSeries	Burn Notice	Burn Notice	0	2007	2013	44	Action,Crime,Drama
tt0811138	movie	The Love Guru	The Love Guru	0	2008	\N	87	Comedy,Romance,Sport
tt0816711	movie	World War Z	World War Z	0	2013	\N	116	Action,Adventure,Horror
tt0817177	movie	Flipped	Flipped	0	2010	\N	90	Comedy,Drama,Romance
tt0821640	movie	Ghosts of Girlfriends Past	Ghosts of Girlfriends Past	0	2009	\N	100	Comedy,Fantasy,Romance
tt0822854	movie	Shooter	Shooter	0	2007	\N	124	Action,Crime,Drama
tt0829176	movie	Gallowwalkers	Gallowwalkers	0	2012	\N	90	Action,Fantasy,Horror
tt0831387	movie	Godzilla	Godzilla	0	2014	\N	123	Action,Adventure,Sci-Fi
tt0835434	tvSeries	In Treatment	In Treatment	0	2008	2010	25	Drama
tt0837562	movie	Hotel Transylvania	Hotel Transylvania	0	2012	\N	91	Animation,Comedy,Family
tt0840361	movie	The Town	The Town	0	2010	\N	125	Crime,Drama,Thriller
tt0841044	movie	2 Days in Paris	2 Days in Paris	0	2007	\N	96	Comedy,Drama,Romance
tt0844441	tvSeries	True Blood	True Blood	0	2008	2014	55	Drama,Fantasy,Mystery
tt0848228	movie	The Avengers	The Avengers	0	2012	\N	143	Action,Adventure,Sci-Fi
tt0859163	movie	The Mummy: Tomb of the Dragon Emperor	The Mummy: Tomb of the Dragon Emperor	0	2008	\N	112	Action,Adventure,Fantasy
tt0904208	tvSeries	Californication	Californication	0	2007	2014	28	Comedy,Drama
tt0918927	movie	Doubt	Doubt	0	2008	\N	104	Drama,Mystery
tt0947798	movie	Black Swan	Black Swan	0	2010	\N	108	Drama,Thriller
tt0948470	movie	The Amazing Spider-Man	The Amazing Spider-Man	0	2012	\N	136	Action,Adventure,Sci-Fi
tt0963178	movie	The International	The International	0	2009	\N	118	Action,Crime,Drama
tt0964517	movie	The Fighter	The Fighter	0	2010	\N	116	Biography,Drama,Sport
tt0969216	movie	African Bambi	African Bambi	0	2007	\N	77	Documentary,Family
tt0972412	tvSeries	Private Practice	Private Practice	0	2007	2013	60	Comedy,Drama,Romance
tt0974005	movie	Inconceivable	Inconceivable	0	2008	\N	105	Comedy,Drama
tt0975645	movie	Hitchcock	Hitchcock	0	2012	\N	98	Biography,Drama
tt0988045	movie	Sherlock Holmes	Sherlock Holmes	0	2009	\N	128	Action,Adventure,Crime
tt0988047	movie	Traitor	Traitor	0	2008	\N	114	Action,Crime,Drama
tt0993846	movie	The Wolf of Wall Street	The Wolf of Wall Street	0	2013	\N	180	Biography,Comedy,Crime
tt1000774	movie	Sex and the City	Sex and the City	0	2008	\N	145	Comedy,Drama,Romance
tt1007028	movie	Zack and Miri Make a Porno	Zack and Miri Make a Porno	0	2008	\N	101	Comedy,Romance
tt1014759	movie	Alice in Wonderland	Alice in Wonderland	0	2010	\N	108	Adventure,Family,Fantasy
tt1024648	movie	Argo	Argo	0	2012	\N	120	Biography,Drama,Thriller
tt1033575	movie	The Descendants	The Descendants	0	2011	\N	115	Comedy,Drama
tt1037705	movie	The Book of Eli	The Book of Eli	0	2010	\N	118	Action,Adventure,Drama
tt1041829	movie	The Proposal	The Proposal	0	2009	\N	108	Comedy,Drama,Romance
tt1057500	movie	Invictus	Invictus	0	2009	\N	134	Biography,Drama,History
tt1058017	movie	The Invention of Lying	The Invention of Lying	0	2009	\N	100	Comedy,Fantasy,Romance
tt1065073	movie	Boyhood	Boyhood	0	2014	\N	165	Drama
tt1074929	movie	Adoration	Adoration	0	2008	\N	101	Drama,Romance
tt1103987	tvSeries	Leverage	Leverage	0	2008	2012	42	Crime,Mystery,Thriller
tt1104001	movie	TRON: Legacy	Tron	0	2010	\N	125	Action,Adventure,Sci-Fi
tt1121931	movie	Crank: High Voltage	Crank: High Voltage	0	2009	\N	96	Action,Crime,Thriller
tt1124035	movie	The Ides of March	The Ides of March	0	2011	\N	101	Drama,Thriller
tt1126591	movie	Burlesque	Burlesque	0	2010	\N	119	Drama,Music,Musical
tt1139328	movie	The Ghost Writer	The Ghost Writer	0	2010	\N	128	Drama,Mystery,Thriller
tt1156398	movie	Zombieland	Zombieland	0	2009	\N	88	Adventure,Comedy,Horror
tt1174730	movie	City Island	City Island	0	2009	\N	104	Comedy,Drama
tt1179056	movie	A Nightmare on Elm Street	A Nightmare on Elm Street	0	2010	\N	95	Crime,Drama,Horror
tt1179817	tvSeries	The Secret Life of the American Teenager	The Secret Life of the American Teenager	0	2008	2013	43	Comedy,Drama,Family
tt1189073	movie	The Skin I Live In	La piel que habito	0	2011	\N	120	Drama,Thriller
tt1190080	movie	2012	2012	0	2009	\N	158	Action,Adventure,Sci-Fi
tt1193138	movie	Up in the Air	Up in the Air	0	2009	\N	109	Drama,Romance
tt1201607	movie	Harry Potter and the Deathly Hallows: Part 2	Harry Potter and the Deathly Hallows: Part 2	0	2011	\N	130	Adventure,Drama,Fantasy
tt1205489	movie	Gran Torino	Gran Torino	0	2008	\N	116	Drama
tt1210166	movie	Moneyball	Moneyball	0	2011	\N	133	Biography,Drama,Sport
tt1220198	movie	The Fourth Kind	The Fourth Kind	0	2009	\N	98	Mystery,Sci-Fi,Thriller
tt1220634	movie	Resident Evil: Afterlife	Resident Evil: Afterlife	0	2010	\N	96	Action,Adventure,Horror
tt1230414	movie	It's Complicated	It's Complicated	0	2009	\N	120	Comedy,Drama,Romance
tt1249306	movie	Giovanna's Father	Il papà di Giovanna	0	2008	\N	104	Drama,War
tt1250777	movie	Kick-Ass	Kick-Ass	0	2010	\N	117	Action,Comedy
tt1263670	movie	Crazy Heart	Crazy Heart	0	2009	\N	112	Drama,Music,Romance
tt1278469	tvMovie	Temple Grandin	Temple Grandin	0	2010	\N	107	Biography,Drama
tt1282224	video	Not Bewitched XXX	Not Bewitched XXX	1	2008	\N	143	Adult,Comedy,Fantasy
tt1285016	movie	The Social Network	The Social Network	0	2010	\N	120	Biography,Drama
tt1300854	movie	Iron Man 3	Iron Man Three	0	2013	\N	130	Action,Adventure,Sci-Fi
tt1315981	movie	A Single Man	A Single Man	0	2009	\N	99	Drama,Romance
tt1320253	movie	The Expendables	The Expendables	0	2010	\N	103	Action,Adventure,Thriller
tt1322269	movie	August: Osage County	August: Osage County	0	2013	\N	121	Drama
tt1323594	movie	Despicable Me	Despicable Me	0	2010	\N	95	Adventure,Animation,Comedy
tt1340800	movie	Tinker Tailor Soldier Spy	Tinker Tailor Soldier Spy	0	2011	\N	122	Drama,Mystery,Thriller
tt1345836	movie	The Dark Knight Rises	The Dark Knight Rises	0	2012	\N	164	Action,Thriller
tt1375666	movie	Inception	Inception	0	2010	\N	148	Action,Adventure,Sci-Fi
tt1392190	movie	Mad Max: Fury Road	Mad Max: Fury Road	0	2015	\N	120	Action,Adventure,Sci-Fi
tt1397280	movie	Taken 2	Taken 2	0	2012	\N	92	Action,Crime,Thriller
tt1403865	movie	True Grit	True Grit	0	2010	\N	110	Adventure,Drama,Western
tt1408101	movie	Star Trek: Into Darkness	Star Trek: Into Darkness	0	2013	\N	132	Action,Adventure,Sci-Fi
tt1441912	movie	The Way	The Way	0	2010	\N	123	Adventure,Comedy,Drama
tt1454468	movie	Gravity	Gravity	0	2013	\N	91	Drama,Sci-Fi,Thriller
tt1466074	tvSeries	Columbo	Columbo	0	1971	2003	100	Crime,Drama,Mystery
tt1469304	movie	Baywatch	Baywatch	0	2017	\N	116	Action,Comedy,Crime
tt1504320	movie	The King's Speech	The King's Speech	0	2010	\N	118	Biography,Drama
tt1515091	movie	Sherlock Holmes: A Game of Shadows	Sherlock Holmes: A Game of Shadows	0	2011	\N	129	Action,Adventure,Crime
tt1527186	movie	Melancholia	Melancholia	0	2011	\N	135	Drama,Fantasy,Sci-Fi
tt1535108	movie	Elysium	Elysium	0	2013	\N	109	Action,Drama,Sci-Fi
tt1540133	movie	The Guard	The Guard	0	2011	\N	96	Comedy,Crime,Thriller
tt1560747	movie	The Master	The Master	0	2012	\N	138	Drama
tt1564367	movie	Just Go with It	Just Go with It	0	2011	\N	117	Comedy,Romance
tt1570728	movie	Crazy, Stupid, Love.	Crazy, Stupid, Love.	0	2011	\N	118	Comedy,Drama,Romance
tt1596350	movie	This Means War	This Means War	0	2012	\N	103	Action,Comedy,Romance
tt1598778	movie	Contagion	Contagion	0	2011	\N	106	Drama,Thriller
tt1602613	movie	Only God Forgives	Only God Forgives	0	2013	\N	90	Crime,Drama
tt1615065	movie	Savages	Savages	0	2012	\N	131	Crime,Drama,Romance
tt1617108	video	Elephant, Return to the Wild	Elephant, Return to the Wild	0	2007	\N	47	Documentary
tt1619029	movie	Jackie	Jackie	0	2016	\N	100	Biography,Drama,History
tt1628841	movie	Independence Day: Resurgence	Independence Day: Resurgence	0	2016	\N	120	Action,Adventure,Sci-Fi
tt1637725	movie	Ted	Ted	0	2012	\N	106	Comedy,Fantasy
tt1637727	tvSeries	The Killing	The Killing	0	2011	2014	45	Crime,Drama,Mystery
tt1640459	movie	Hobo with a Shotgun	Hobo with a Shotgun	0	2011	\N	86	Action,Comedy,Horror
tt1650554	movie	Kick-Ass 2	Kick-Ass 2	0	2013	\N	103	Action,Comedy,Crime
tt1655420	movie	My Week with Marilyn	My Week with Marilyn	0	2011	\N	99	Biography,Drama
tt1655442	movie	The Artist	The Artist	0	2011	\N	100	Comedy,Drama,Romance
tt1707386	movie	Les Misérables	Les Misérables	0	2012	\N	158	Drama,History,Musical
tt1714915	movie	Only Lovers Left Alive	Only Lovers Left Alive	0	2013	\N	123	Comedy,Drama,Fantasy
tt1723121	movie	We're the Millers	We're the Millers	0	2013	\N	110	Comedy,Crime
tt1729632	videoGame	Alice in Wonderland	Alice in Wonderland	0	2010	\N	\N	Adventure
tt1735898	movie	Snow White and the Huntsman	Snow White and the Huntsman	0	2012	\N	127	Action,Adventure,Drama
tt1748122	movie	Moonrise Kingdom	Moonrise Kingdom	0	2012	\N	94	Adventure,Comedy,Drama
tt1754944	movie	eCupid	eCupid	0	2011	\N	95	Romance
tt1759761	tvSeries	Veep	Veep	0	2012	\N	28	Comedy
tt1764651	movie	The Expendables 2	The Expendables 2	0	2012	\N	103	Action,Adventure,Thriller
tt1787660	movie	Being Elmo: A Puppeteer's Journey	Being Elmo: A Puppeteer's Journey	0	2011	\N	80	Documentary
tt1790885	movie	Zero Dark Thirty	Zero Dark Thirty	0	2012	\N	157	Drama,Thriller
tt1796960	tvSeries	Homeland	Homeland	0	2011	\N	55	Crime,Drama,Mystery
tt1830622	tvSeries	Happily Divorced	Happily Divorced	0	2011	2013	30	Comedy,Romance
tt1833403	tvSeries	Jake and the Never Land Pirates	Jake and the Never Land Pirates	0	2011	2016	15	Adventure,Animation,Family
tt1839481	tvSeries	Free Agents	Free Agents	0	2011	2011	30	Comedy
tt1853728	movie	Django Unchained	Django Unchained	0	2012	\N	165	Drama,Western
tt1856010	tvSeries	House of Cards	House of Cards	0	2013	\N	51	Drama
tt1895587	movie	Spotlight	Spotlight	0	2015	\N	128	Crime,Drama,History
tt1904996	movie	Parker	Parker	0	2013	\N	118	Action,Crime,Romance
tt1915581	movie	Magic Mike	Magic Mike	0	2012	\N	110	Comedy,Drama
tt1935179	movie	Mud	Mud	0	2012	\N	130	Drama
tt1935859	movie	Miss Peregrine's Home for Peculiar Children	Miss Peregrine's Home for Peculiar Children	0	2016	\N	127	Adventure,Drama,Family
tt1971325	movie	Automata	Autómata	0	2014	\N	109	Action,Sci-Fi,Thriller
tt1981115	movie	Thor: The Dark World	Thor: The Dark World	0	2013	\N	112	Action,Adventure,Sci-Fi
tt1984153	movie	Excision	Excision	0	2012	\N	81	Drama,Horror
tt1986770	tvSeries	Anger Management	Anger Management	0	2012	2014	22	Comedy,Romance
tt2073386	tvSeries	Sawako no asa	Sawako no asa	0	2011	\N	30	Talk-Show
tt2096673	movie	Inside Out	Inside Out	0	2015	\N	95	Adventure,Animation,Comedy
tt2112923	tvSeries	Celebrity Name Game	Celebrity Name Game	0	2014	\N	30	Game-Show
tt2120120	movie	Pixels	Pixels	0	2015	\N	105	Action,Comedy,Fantasy
tt2182229	tvSeries	The Neighbors	The Neighbors	0	2012	2014	30	Comedy,Family,Romance
tt2203939	movie	The Other Woman	The Other Woman	0	2014	\N	109	Comedy,Romance
tt2209418	movie	Before Midnight	Before Midnight	0	2013	\N	109	Drama,Romance
tt2229499	movie	Don Jon	Don Jon	0	2013	\N	90	Comedy,Drama,Romance
tt2267998	movie	Gone Girl	Gone Girl	0	2014	\N	149	Crime,Drama,Mystery
tt2278388	movie	The Grand Budapest Hotel	The Grand Budapest Hotel	0	2014	\N	99	Adventure,Comedy,Drama
tt2294189	tvSeries	The Fall	The Fall	0	2013	\N	60	Crime,Drama,Thriller
tt2302755	movie	Olympus Has Fallen	Olympus Has Fallen	0	2013	\N	119	Action,Drama,Thriller
tt2305051	movie	Wild	Wild	0	2014	\N	115	Adventure,Biography,Drama
tt2356777	tvSeries	True Detective	True Detective	0	2014	\N	55	Crime,Drama,Mystery
tt2358891	movie	The Great Beauty	La grande bellezza	0	2013	\N	141	Drama
tt2382108	tvSeries	See Dad Run	See Dad Run	0	2012	2014	23	Comedy,Drama,Family
tt2392830	movie	A Quiet Passion	A Quiet Passion	0	2016	\N	125	Biography,Drama
tt2488496	movie	Star Wars: The Force Awakens	Star Wars: Episode VII - The Force Awakens	0	2015	\N	136	Action,Adventure,Fantasy
tt2562232	movie	Birdman or (The Unexpected Virtue of Ignorance)	Birdman or (The Unexpected Virtue of Ignorance)	0	2014	\N	119	Comedy,Drama
tt2582846	movie	The Fault in Our Stars	The Fault in Our Stars	0	2014	\N	126	Drama,Romance
tt2671706	movie	Fences	Fences	0	2016	\N	139	Drama
tt2699128	tvSeries	The Leftovers	The Leftovers	0	2014	2017	60	Drama,Fantasy,Mystery
tt2726560	movie	The Longest Ride	The Longest Ride	0	2015	\N	123	Drama,Romance
tt2975590	movie	Batman v Superman: Dawn of Justice	Batman v Superman: Dawn of Justice	0	2016	\N	151	Action,Adventure,Fantasy
tt3076658	movie	Creed	Creed	0	2015	\N	133	Drama,Sport
tt3079380	movie	Spy	Spy	0	2015	\N	119	Action,Comedy,Crime
tt3170832	movie	Room	Room	0	2015	\N	118	Drama
tt3216866	short	Tom in America	Tom in America	0	2014	\N	17	Drama,Fantasy,Romance
tt3312830	movie	Youth	Youth	0	2015	\N	124	Comedy,Drama,Music
tt3315342	movie	Logan	Logan	0	2017	\N	137	Action,Drama,Sci-Fi
tt3460252	movie	The Hateful Eight	The Hateful Eight	0	2015	\N	187	Crime,Drama,Mystery
tt3501632	movie	Thor: Ragnarok	Thor: Ragnarok	0	2017	\N	130	Action,Adventure,Comedy
tt3520702	tvSeries	Bloodline	Bloodline	0	2015	2017	60	Drama,Thriller
tt3589144	movie	Only God Can	Only God Can	0	2015	\N	105	Family
tt3659388	movie	The Martian	The Martian	0	2015	\N	144	Adventure,Drama,Sci-Fi
tt3682448	movie	Bridge of Spies	Bridge of Spies	0	2015	\N	142	Drama,History,Thriller
tt3748528	movie	Rogue One: A Star Wars Story	Rogue One	0	2016	\N	133	Action,Adventure,Sci-Fi
tt4158110	tvSeries	Mr. Robot	Mr. Robot	0	2015	\N	49	Crime,Drama,Thriller
tt4270458	tvSeries	Roadies	Roadies	0	2016	2016	60	Comedy,Drama,Music
tt4276820	movie	The Founder	The Founder	0	2016	\N	115	Biography,Drama,History
tt4649466	movie	Kingsman: The Golden Circle	Kingsman: The Golden Circle	0	2017	\N	141	Action,Adventure,Comedy
tt4853102	movie	Batman: The Killing Joke	Batman: The Killing Joke	0	2016	\N	76	Action,Animation,Crime
tt4919484	movie	Little Men	Little Men	0	2016	\N	85	Drama
tt5655222	movie	The Hero	The Hero	0	2017	\N	93	Comedy,Drama,Romance
tt5969604	tvMovie	Surviving the Serengeti	Surviving the Serengeti	0	2015	\N	60	Documentary
tt7309348	movie	116 MacDougal	116 MacDougal	0	2018	\N	\N	Drama
